id;PESEL;Imię;Nazwisko;Czy nadal pracuje;Data Zatrudnienia
1015;781124858510;KAMIL;GWIAZDA;1;16-09-2017
1016;560827794289;YEVHENII;KUBAT;0;30-06-2016
1017;871026279793;VADYM;KLOSKOWSKI;0;04-12-2017
1018;900110258966;LUKASZ;PUZDROWSKI;1;09-03-2018
1019;751029552645;RUSLAN;GAGALA;1;01-03-2018
1020;970126887290;WACLAW;WOZNIAK;0;16-05-2019
1021;531030472537;MAKSYMILIAN;LASON;0;14-01-2017
1022;550724922791;ANETA;WARSZAWSKA;1;09-02-2018
1023;651223628118;ANASTASIIA;BATKO;0;14-06-2016
1024;890411272904;OLEKSII;SWITAJ;1;07-11-2017
1025;680923064876;YEVHEN;STREK;1;21-08-2018
1026;690915768796;ROMAN;ZAPALA;1;01-03-2019
1027;601129390276;ROMAN;MEZYK;1;20-03-2019
1028;720611354549;LENA;BOLEWSKA;1;29-10-2018
1029;500321833032;LUCYNA;TYLEK;0;29-07-2019
1030;740701473587;ALEXANDER;GRZEGRZOLKA;1;27-04-2018
1031;700423291521;MARK;WROBLEWSKI;1;02-01-2018
1032;550706628899;JERZY;GADOWSKI;1;26-02-2017
1033;580120944350;JOZEF;MATULEWICZ;1;07-05-2016
1034;731025333140;ALEXANDER;KOZIARSKI;1;12-11-2016
1035;940318990642;DARIUSZ;STEFANCZYK;1;15-01-2016
1036;650603659840;NATALIIA;KARKOWSKA;0;05-09-2018
1037;660112834017;JACEK;UJMA;0;04-10-2016
1038;820902754678;LARYSA;BIELEWICZ;1;02-07-2017
1039;751113476594;LUIZA;RASZKA;1;17-10-2019
1040;550902627181;BOLESLAW;SKRZYPCZAK;1;01-06-2019
1041;700108257508;MAKSYM;TEKIELI;0;01-07-2019
1042;880403210513;ARTEM;KRUKOWSKI;0;22-08-2018
1043;790113194002;LUCJA;CZERNY;1;09-01-2018
1044;660909191524;KATARZYNA;KAPUSCINSKA;1;03-02-2017
1045;870808442402;RYSZARD;GOROWSKI;1;20-03-2019
1046;911221318383;JULIAN;SMIETANSKI;1;07-10-2018
1047;800510019945;ALLA;BLAZEJCZYK;1;20-11-2016
1048;970428952573;YAROSLAV;MENDEL;1;24-11-2019
1049;651112308556;GABRIEL;OLEKSIEWICZ;0;11-05-2018
1050;581117266282;SEBASTIAN;BUSZTA;0;06-03-2018
1051;830316207701;POLINA;ROMANCHUK;1;05-08-2019
1052;571119131161;JOZEF;CZERW;1;22-03-2018
1053;520819504297;CEZARY;TOKAR;0;27-11-2019
1054;780618877187;MIA;STROZYNSKA;1;03-09-2018
1055;820201848580;LUKASZ;CHRABASZCZ;0;21-05-2019
1056;770312110764;MARK;WOJNAROWICZ;0;29-12-2018
1057;861227789694;BARTLOMIEJ;CZACHOROWSKI;0;13-01-2017
1058;950107361807;JAROSLAW;KURCZEWSKI;0;06-03-2016
1059;500218748030;OLEKSANDRA;POCHOPIEN;1;03-06-2016
1060;680509682922;EDMUND;ZDUNCZYK;0;12-11-2017
1061;520115691934;SEBASTIAN;PODSTAWKA;0;18-06-2019
1062;860827550155;VITALII;OLSZAK;1;31-05-2019
1063;511107139563;WLADYSLAW;PRZYBYLA;1;07-10-2016
1064;810122566059;OLIVIER;SKURA;0;24-12-2016
1065;820909640509;ARTUR;KRZEMPEK;0;29-03-2018
1066;690213686401;CZESLAWA;SOPEL;1;03-06-2016
1067;630629502808;ERNEST;THOMAS;1;19-04-2016
1068;900202342504;KACPER;GAWRYLUK;1;14-09-2016
1069;570117465058;RENATA;KRÜGER;1;04-08-2016
1070;620716980402;BRONISLAW;MAKULA;1;25-07-2018
1071;610306219917;LAURA;JUREK;0;12-07-2016
1072;590620125466;NIKOLA;PIWOWARSKA;1;18-01-2019
1073;550512620634;KHRYSTYNA;KOWALCZUK;1;18-09-2016
1074;710719442952;EDMUND;WOJTASZEK;1;18-01-2016
1075;721112992830;KAROL;TRZESNIEWSKI;1;25-01-2019
1076;770417669443;RADOSLAW;MIKOS;0;17-01-2019
1077;741018725457;HALYNA;OLSZOWKA;0;08-12-2018
1078;950827678601;GABRIELA;RYKACZEWSKA;0;31-07-2016
1079;630709255258;RYSZARD;CHROSTOWSKI;1;16-10-2017
1080;650917257369;MIECZYSLAW;SULKOWSKI;1;17-11-2019
1081;610307775589;PAWEL;GRACZ;0;29-10-2017
1082;581207305326;YELYZAVETA;POLANSKA;0;16-11-2018
1083;851011996114;SEBASTIAN;SZKLARZ;0;10-12-2018
1084;660116435438;YAROSLAV;GOSK;1;09-10-2016
1085;800329981267;ZYGMUNT;JUDA;1;29-11-2016
1086;960713970146;DAVID;JABLECKI;1;19-01-2017
1087;600710230024;BOGUMIL;DOMZALSKI;0;09-10-2016
1088;530217697689;TYMON;PIENKOWSKI;0;19-12-2017
1089;531218796453;WIESLAW;KOBIALKA;0;22-01-2016
1090;611012455929;OLEKSANDR;KWIECIEN;1;25-02-2016
1091;740911681972;PATRYCJA;GRODZICKA;0;18-03-2017
1092;670831951501;WLADYSLAW;TARNAWSKI;0;15-03-2018
1093;621205429133;ANTON;FIJAL;0;31-12-2018
1094;580416038873;TOBIASZ;DOBROWOLSKI;1;29-10-2016
1095;571008103412;HALINA;CIUPKA;0;14-12-2019
1096;720124287333;GRZEGORZ;WRONKA;1;27-10-2019
1097;581008667840;JOLANTA;ZWOLSKA;1;20-10-2017
1098;660809368793;GENOWEFA;WAGA;0;25-09-2016
1099;720228026497;ZENON;SLUBOWSKI;0;14-12-2018
1100;570331619726;DANYLO;PACANOWSKI;0;27-04-2019
1101;880804189845;NATAN;KACHNIARZ;0;03-05-2018
1102;790929137487;DOROTA;KOCISZEWSKA;0;15-08-2018
1103;510419329734;BARTOSZ;ZIMA;1;24-05-2016
1104;711014531685;AMELIA;SZKLARZ;0;19-12-2019
1105;820702226428;MARIAN;BRODA;1;29-04-2018
1106;880627406831;FILIP;ZEMLA;1;20-04-2018
1107;690508066444;BRUNO;KARCZEWSKI;0;31-01-2017
1108;580828148057;RUSLAN;KULEJ;1;12-07-2019
1109;951231184683;JANINA;LASKA;0;10-06-2018
1110;940725174118;WITOLD;SZPARA;1;16-07-2016
1111;811109031893;EUGENIA;MISZKIEWICZ;0;27-12-2018
1112;661109310787;TYMOTEUSZ;CHOJNICKI;0;01-09-2018
1113;580809938922;STEFANIA;BOCHENSKA;1;30-04-2019
1114;680706140068;WANDA;PROCHNIAK;0;04-11-2017
1115;770323646236;DIANA;OSSOWSKA;1;29-02-2016
1116;640201787574;HONORATA;RUSZKOWSKA;1;21-05-2019
1117;900727367743;JOANNA;SKWIERAWSKA;0;19-07-2018
1118;950323520318;OLEKSII;STYPULA;0;21-10-2019
1119;840204152282;NIKODEM;IWANEK;1;31-10-2016
1120;550601017656;DANIELA;HANKUS;0;17-02-2017
1121;680629158329;MYKHAILO;PAWLOWICZ;1;25-12-2016
1122;631217272546;ANDRII;LITWA;1;28-03-2018
1123;860930395433;JANINA;WARDZINSKA;1;23-11-2017
1124;571228478287;ILONA;GANCARZ;1;14-08-2016
1125;590613015324;STANISLAWA;KURKIEWICZ;1;01-05-2018
1126;640320916820;WIKTOR;NOWOSAD;0;16-02-2016
1127;580115459470;JAKUB;TUROWSKI;1;19-03-2016
1128;860922609553;SLAWOMIR;SZKODA;1;13-05-2019
1129;680911254482;HENRYK;PALA;0;29-10-2018
1130;720413838715;KAJA;DZIEWULSKA;0;31-07-2017
1131;550730264426;VALERII;OKROJ;1;30-05-2019
1132;640428512276;ELWIRA;GRZES;0;22-10-2019
1133;920814300842;LUIZA;SZUMOWSKA;0;14-02-2017
1134;950927026435;KAZIMIERZ;ZYWICKI;0;22-09-2017
1135;530816276353;DENYS;KOSCIELNY;0;14-05-2018
1136;900812029783;MARTA;FRANCZAK;1;23-08-2018
1137;560309306009;BRUNO;SADOWSKI;1;26-05-2018
1138;840609248745;MARCIN;PASTOR;1;26-11-2016
1139;750107214966;OLHA;POSPIECH;0;01-07-2016
1140;540218551355;DENYS;SZTANDERA;1;12-03-2017
1141;810829271602;ZOFIA;SAMEK;0;23-04-2019
1142;700114958165;ILLIA;SZYNAL;1;15-01-2016
1143;520105896174;MALGORZATA;BOGDAL;0;09-07-2018
1144;890806071093;KRZYSZTOF;BUCIOR;0;15-03-2019
1145;940924246475;DANYLO;WYCISK;1;25-10-2018
1146;580616297113;NATAN;TOMICKI;0;11-03-2019
1147;921103530066;JEDRZEJ;KOLANO;1;14-10-2016
1148;530518119190;VADYM;MALINOWSKI;1;02-04-2017
1149;770505928707;MILOSZ;GRZELCZAK;0;24-01-2018
1150;700221925713;ARKADIUSZ;WAWRZYNIAK;1;21-04-2019
1151;901023167949;KLARA;MIKOSZ;0;05-07-2019
1152;940826625155;HUBERT;KONDEJ;1;03-10-2018
1153;580121443303;OLIWIER;JASEK;1;02-08-2017
1154;630515320726;LECH;SKLORZ;0;22-04-2016
1155;710923528201;KRZYSZTOF;SZLACHTA;0;10-10-2017
1156;641022448530;DANYLO;BABIAK;0;01-03-2019
1157;951223947062;ILLIA;OLEJARCZYK;0;03-06-2016
1158;941029248112;WIOLETA;STELMASZCZYK;0;31-01-2017
1159;761125218523;CELINA;MALYSZKO;1;08-11-2017
1160;910403478837;MIROSLAW;JANOWICZ;1;03-03-2018
1161;790224716901;STANISLAW;MISIASZEK;1;16-10-2018
1162;601031437736;SARA;KORCZAK;0;30-12-2016
1163;791120795806;ANDRZEJ;JEDRZEJEK;0;25-01-2016
1164;720721756784;CZESLAW;SZEWCZUK;0;28-01-2019
1165;770514188867;DARIA;DEKA;0;28-07-2018
1166;861009516820;RYSZARD;DOBRZYCKI;0;31-03-2019
1167;781015434387;BOZENNA;BUJAK;0;21-01-2017
1168;760524386449;BOGUSLAWA;DOLNA;1;15-09-2017
1169;800826008802;EDYTA;KRAVCHENKO;0;31-03-2016
1170;510327128744;EMIL;MARSZALKOWSKI;1;09-07-2018
1171;610226705657;STANISLAWA;BENTKOWSKA;0;30-11-2018
1172;710221544735;BOGUSLAW;PEDZICH;1;09-01-2017
1173;771208027135;ADRIANA;KOTULA;0;11-01-2017
1174;760223392685;ELIZA;MALINOWSKA;1;16-09-2019
1175;870202073317;DMYTRO;TELEGA;0;17-07-2016
1176;840627987402;VITALII;TYSHCHENKO;1;27-05-2019
1177;780209928174;BRONISLAWA;RATAJ;1;24-09-2019
1178;810103112008;BLANKA;KRZEMPEK;1;13-07-2019
1179;740205101911;KORNEL;MARCZEWSKI;0;20-05-2019
1180;630322775578;MILOSZ;GONTARCZYK;1;03-10-2016
1181;810422077593;KAROLINA;DANIELSKA;0;14-10-2019
1182;930622240062;TADEUSZ;RUTKOWSKI;1;26-04-2017
1183;560921198521;ROMAN;SKRZYPCZAK;0;28-05-2017
1184;820830791704;LAURA;JASZEWSKA;0;27-04-2017
1185;610922417599;RYSZARD;JAKUBIEC;0;31-05-2018
1186;810207671309;WOJCIECH;KURZEJA;1;26-09-2016
1187;600120479695;SZYMON;BIEGUN;0;12-03-2019
1188;610219043617;MILOSZ;KASPERKIEWICZ;0;17-03-2016
1189;710819488433;BARBARA;PRZYBYLOWSKA;0;02-12-2017
1190;581230751154;VIKTORIIA;STRYJEWSKA;0;24-04-2017
1191;840724684624;STEFANIA;JOZWIK;1;06-06-2019
1192;580616621855;GABRIEL;BALIK;1;15-10-2018
1193;790708984929;ANETA;KOLEK;0;12-01-2019
1194;660815027830;ALEX;KULMA;0;04-08-2019
1195;830602824831;KAMIL;PIASECKI;1;23-08-2017
1196;561017606413;ANDREI;POTEPA;1;21-02-2016
1197;871112756789;ALFRED;PRZYBYL;1;05-06-2017
1198;641007026610;ROMAN;BASINSKI;1;03-06-2019
1199;950605252569;IRENEUSZ;KOPER;1;07-09-2018
1200;750606394094;VASYL;ZDROJEWSKI;0;11-08-2016
1201;871118684079;PETRO;SIENNICKI;0;12-04-2018
1202;950925177967;MYKHAILO;WIELGUS;0;02-10-2016
1203;651024321316;VITALII;ZIOLA;0;27-12-2017
1204;580503538759;GABRIELA;SZAREK;0;26-06-2019
1205;850207264471;ZOFIA;KOSTYK;1;23-05-2016
1206;530329340574;MAGDALENA;SZPARA;1;14-07-2016
1207;591219810179;ANDZELIKA;WOSZCZYNA;1;26-06-2016
1208;840625307065;OLAF;SWIECKI;0;31-01-2019
1209;630623756067;VITALII;BABINSKI;1;13-05-2016
1210;600806382857;ANDZELIKA;KICINSKA;0;19-07-2019
1211;860630599844;JOACHIM;TRABKA;1;23-04-2018
1212;741028220883;ALEXANDER;RUBAN;0;15-05-2019
1213;790828321890;CZESLAWA;WASZCZUK;1;11-06-2019
1214;520825377966;KAZIMIERZ;PARZYSZEK;1;18-01-2017
1215;910711129682;ALEKSANDER;KUSYK;1;28-05-2018
1216;680418994725;BLAZEJ;MAKARUK;0;13-12-2017
1217;791116364602;RAFAL;GRZESIAK;1;03-05-2016
1218;910703330555;ANDRII;KSIAZEK;1;01-10-2016
1219;681029937541;KAJETAN;CYBULA;0;29-04-2016
1220;590218205097;ANGELIKA;MIECZKOWSKA;0;24-06-2018
1221;870419182771;KONRAD;BONISLAWSKI;0;12-01-2019
1222;510430182844;WLADYSLAWA;TYMOSZUK;1;24-11-2018
1223;510322536735;IVANNA;FERET;1;24-04-2018
1224;591025959108;NIKOLA;SWIATKOWSKA;0;08-11-2017
1225;660109654777;SZCZEPAN;ANTKIEWICZ;1;13-04-2018
1226;760108573472;LUKASZ;ARNDT;0;16-02-2018
1227;900827332969;YANA;STRUGALA;1;02-11-2019
1228;620917460557;FILIP;BABIAK;1;28-11-2017
1229;680526023541;EMILIA;SOJA;0;30-12-2017
1230;770829731458;ZDZISLAWA;BEDKOWSKA;1;20-02-2016
1231;970620589680;BOGUMIL;SIEKIERA;0;03-08-2018
1232;900507130001;AGNIESZKA;BATOR;0;15-05-2019
1233;580315041505;ADAM;POTRYKUS;1;01-04-2016
1234;510203362764;KAZIMIERZ;FEDORUK;1;23-04-2017
1235;671028828884;MATEUSZ;KOLACZEK;0;18-04-2016
1236;740518780607;KARINA;KOLESNYK;0;23-03-2019
1237;540405738120;NIKODEM;IWAN;0;25-06-2016
1238;931103069671;DOROTA;PAWELCZYK;1;13-04-2019
1239;831219146468;DARIUSZ;ZGODA;0;31-07-2018
1240;910816527416;PAWEL;KUSINSKI;1;07-01-2018
1241;540721351536;OLHA;BOGDAN;1;05-12-2019
1242;540713701709;TADEUSZ;IVANCHENKO;0;20-07-2017
1243;581009047716;OKSANA;GAWEDA;1;25-11-2019
1244;671224463686;ADRIAN;LENKIEWICZ;1;01-11-2017
1245;520520288369;JOLANTA;IZYDORCZYK;1;16-11-2019
1246;760503314888;KHRYSTYNA;TURKIEWICZ;1;05-12-2017
1247;650401568101;ANATOLII;TOMANEK;1;04-03-2017
1248;580210617235;LESZEK;POLIAKOV;1;12-05-2019
1249;860904006618;HALINA;SWISTAK;0;16-08-2018
1250;530510301097;BRONISLAW;SZLENDAK;0;12-06-2016
1251;820303482408;TYMON;WRZESNIAK;0;16-04-2019
1252;830926568774;ALFRED;MICHALOWICZ;0;24-06-2016
1253;960615069725;MARCEL;POWIERZA;1;03-03-2018
1254;690419174895;ZENON;RYKACZEWSKI;1;04-06-2018
1255;681219671246;EWELINA;STEFANOWSKA;1;02-04-2018
1256;960720532979;CZESLAW;POHL;1;20-05-2019
1257;621226340362;AURELIA;KOSIOREK;1;17-10-2016
1258;811213627727;JACEK;MAMMADOV;0;26-09-2017
1259;750412836558;LEOKADIA;NIKEL;1;24-01-2019
1260;680806833896;VICTORIA;WOJAK;1;28-04-2016
1261;530327726021;ELIZA;ROGOWICZ;0;09-03-2017
1262;730220589118;LESLAW;BRYJA;0;30-09-2017
1263;651128357232;KAZIMIERZ;GRABIEC;0;27-10-2016
1264;820111429817;GRACJAN;NIEWIAROWSKI;1;27-06-2016
1265;620519029364;OLIWIA;CHACINSKA;0;04-06-2018
1266;920415191539;ZDZISLAW;RATYNSKI;1;18-08-2016
1267;630309986217;ANIELA;ANDRZEJAK;1;22-05-2016
1268;650410831131;WLODZIMIERZ;STOCKI;0;21-01-2017
1269;680303840603;JOZEFA;KRAKOWSKA;0;30-03-2019
1270;600513062128;PRZEMYSLAW;GRABKA;1;15-05-2016
1271;731128239153;SANDRA;SZYMURA;1;21-08-2017
1272;820826589913;JULITA;MATUSIK;1;18-02-2018
1273;570312416032;ALLA;PRZYTULA;1;16-01-2019
1274;850814005127;STEFANIA;SZCZEPANOWSKA;0;23-07-2017
1275;690415061061;NIKOLA;KOLEK;0;17-01-2018
1276;790914799151;KRZYSZTOF;SWIECICKI;1;24-09-2019
1277;871129464133;FABIAN;SAWICKI;1;24-05-2019
1278;500728889414;MARIUSZ;CZUBEK;0;09-08-2017
1279;551112515718;BOGUSLAW;WOJTYNA;1;14-01-2017
1280;901214522329;KRYSTIAN;JOHN;1;17-07-2017
1281;590217573913;KATARZYNA;SICINSKA;0;29-03-2019
1282;530124051330;HENRYK;MICHALIK;0;30-05-2016
1283;890113422315;WIKTORIA;NADROWSKA;1;22-04-2018
1284;880322458434;ZENON;KACPRZYK;0;21-10-2017
1285;760217986242;SYLWESTER;LYZWA;1;10-10-2016
1286;880517372737;KALINA;KOSZEWSKA;1;01-01-2016
1287;740130601042;EUGENIA;MAKOWIECKA;1;28-08-2017
1288;500420461063;OLEH;KORNAS;1;03-11-2019
1289;540131478567;ALAN;ZASADA;0;06-05-2016
1290;861112616263;RUSLAN;WOLCZYK;1;21-11-2016
1291;530912850221;TOMASZ;SZPAK;1;27-04-2019
1292;550529417100;DMYTRO;KOTULSKI;0;03-05-2017
1293;790121735097;KINGA;TATAR;0;11-10-2017
1294;640915572916;ALEKSANDER;BOBA;1;25-07-2018
1295;550228533834;VLADYSLAV;ADAMUS;0;02-11-2017
1296;531003772910;YANA;OPOLSKA;1;11-04-2017
1297;560331579602;JADWIGA;KOLODZIEJEK;0;20-07-2017
1298;530117619157;GENOWEFA;SAJA;1;26-07-2016
1299;850130061820;BRYGIDA;VLASENKO;0;13-11-2016
1300;780920518662;DOMINIKA;SZYSZKA;0;25-02-2016
1301;841108706742;SEBASTIAN;SUSZYNSKI;0;07-12-2018
1302;800205022234;ALEKSANDER;SZYMONIAK;0;18-12-2017
1303;520918560613;LENA;ROGOZ;1;14-06-2017
1304;640615322099;MATYLDA;DUTKOWSKA;0;23-04-2018
1305;600717487975;KAROL;OSTASZ;0;26-11-2016
1306;661108511297;JAROSLAW;PRUSINOWSKI;0;27-01-2016
1307;660819445077;GABRIEL;SZLAGA;0;05-01-2018
1308;961012809361;REGINA;BARGIEL;1;19-01-2017
1309;510101438803;MACIEJ;GRZYWACZEWSKI;0;28-11-2016
1310;610614924530;RUSLAN;MILCZAREK;1;14-08-2016
1311;581010698294;MIA;DANILEWICZ;1;02-01-2019
1312;880113272922;KAROLINA;LARYSZ;1;25-09-2017
1313;780629278972;SERHII;NAZAROV;0;09-10-2016
1314;620517106054;ARKADIUSZ;SMIRNOV;0;18-11-2018
1315;600110592926;IRENA;MELER;0;30-01-2019
1316;821223017804;EDMUND;CUPER;1;23-12-2019
1317;930505005343;SYLWIA;PALUCKA;0;03-04-2018
1318;670812127502;JOZEF;NOWOK;1;06-12-2017
1319;820224453108;ROZALIA;GORALCZYK;1;05-01-2017
1320;770330905246;GABRIEL;JEDRZEJAK;1;08-12-2019
1321;770911146328;DOMINIK;KOTAS;0;17-12-2017
1322;761126829004;ELIZA;WINSKA;1;23-07-2019
1323;921027423229;TOMASZ;WORONOWICZ;0;13-12-2018
1324;791014610453;CZESLAW;KLIMA;0;29-06-2016
1325;800603839266;LUKASZ;SZADY;0;11-01-2018
1326;530513446645;LIUDMYLA;CHMIELEWSKA;1;23-07-2017
1327;570922212281;SZYMON;FRANKIEWICZ;0;07-10-2018
1328;851111452308;WIESLAW;WYRZYKOWSKI;0;07-01-2019
1329;891204845601;LESZEK;CZARNOWSKI;1;06-04-2017
1330;870921636084;NADIIA;FISZER;0;11-04-2017
1331;961208616278;ANTONI;BILINSKI;1;15-11-2018
1332;950105092439;BOHDAN;DWORZYNSKI;0;10-09-2016
1333;571225486036;KORNELIA;SOLOVIOVA;1;22-02-2017
1334;520928845951;BRYGIDA;GALUS;1;24-04-2019
1335;820322243357;ALEKSANDER;PLUTA;0;17-11-2016
1336;541014965782;MARIOLA;STEPKOWSKA;0;08-03-2017
1337;770323640498;SZCZEPAN;MIAZGA;1;15-10-2017
1338;851112519025;DANIEL;STASZEWSKI;1;12-12-2018
1339;660827225281;WIOLETTA;PODKOWA;0;01-02-2017
1340;730218531669;JOACHIM;GORNIK;1;22-03-2019
1341;830806026534;REMIGIUSZ;PUZIO;0;05-01-2018
1342;581124928033;IWONA;KULEJ;0;29-07-2018
1343;571116496008;IGOR;ROMANCZYK;1;14-09-2016
1344;781220968861;CELINA;OCHMANSKA;1;28-03-2017
1345;620812775687;KRYSTIAN;RAPACZ;0;28-10-2019
1346;670408651195;TARAS;BROCKI;1;20-04-2017
1347;571208637783;ELWIRA;WARMUZ;1;09-09-2017
1348;630920836623;MACIEJ;CZAJKA;0;04-07-2016
1349;850106572180;WERONIKA;WYRWA;0;17-11-2017
1350;760923620264;JERZY;MIROWSKI;1;02-02-2017
1351;560525651873;OLEKSII;WASOWSKI;0;07-09-2016
1352;810309676489;ZDZISLAWA;KOSS;0;21-12-2016
1353;520816971172;WIKTORIA;JANCZUK;1;28-06-2018
1354;870511244604;WALDEMAR;LUSZCZ;0;10-02-2017
1355;581020795690;DENYS;IDZIK;1;30-03-2016
1356;730530699041;LAURA;DOBEK;0;03-03-2019
1357;750106398037;ALFRED;BALUT;0;02-10-2016
1358;681013967620;KUBA;KOPERSKI;1;14-09-2016
1359;761116356051;WLADYSLAW;PAZ;0;08-09-2018
1360;860919871223;VIOLETTA;WALTER;1;26-01-2016
1361;660125907158;YELYZAVETA;KORCZYK;1;27-05-2017
1362;881011892767;JOZEF;GLAB;0;14-10-2017
1363;790201138545;MIKOLAJ;SZYMANOWICZ;0;25-06-2019
1364;820918323937;MARIUSZ;KIERZKOWSKI;0;22-05-2016
1365;681113828799;MIROSLAWA;KOBIALKA;0;21-03-2019
1366;920620910448;LIDIA;KALKA;1;15-08-2017
1367;510624236556;DENYS;BRONIKOWSKI;0;11-03-2018
1368;850812005437;KAZIMIERA;JANIAK;0;23-03-2016
1369;680407333061;MAKSYM;DENKIEWICZ;0;29-03-2017
1370;561023986731;VITALII;SMOLARZ;0;06-07-2018
1371;970531094853;KRZYSZTOF;OPALA;0;17-07-2018
1372;710527508355;DANIEL;MACIEJCZYK;1;31-07-2017
1373;790205234072;CEZARY;KILANOWSKI;0;25-08-2019
1374;940303094917;SONIA;JURKIEWICZ;1;17-05-2017
1375;871129778120;BEATA;WALIGORA;0;21-02-2019
1376;830728555476;KAJETAN;NIEDZIALKOWSKI;1;13-08-2016
1377;590701817247;HONORATA;ZMUDZKA;1;03-08-2018
1378;510325440218;BLANKA;REJ;1;09-10-2019
1379;831212697394;VASYL;GUMOWSKI;1;19-04-2017
1380;530307610079;VIKTOR;WALECKI;1;15-02-2019
1381;540206788713;MARIAN;KARPENKO;0;01-07-2017
1382;891023207223;EMILIA;SZELAG;0;29-10-2016
1383;870213133987;JOLANTA;KUZNIETSOVA;0;20-07-2017
1384;640527546244;SANDRA;PIELAK;1;03-01-2019
1385;760828452539;PAULA;DRATWA;1;19-12-2019
1386;570118602851;IZABELLA;KARCZMARCZYK;1;06-04-2019
1387;671012685161;DOMINIKA;DZIUBA;0;09-08-2016
1388;920126679047;KORNELIA;PACOCHA;1;29-06-2016
1389;860709133730;CELINA;JURECZKO;1;30-05-2016
1390;670815201842;MYKHAILO;KUROWSKI;1;30-08-2019
1391;781120549257;NORBERT;STROZYK;0;11-02-2017
1392;960120826261;WIOLETA;GNATOWSKA;1;22-02-2018
1393;580830601419;EWELINA;BALA;1;05-09-2016
1394;810528918659;ANNA;SHCHERBAKOVA;1;29-01-2019
1395;930114386320;ALAN;ROZGA;0;25-05-2019
1396;531127079151;VIKTOR;BAREJA;0;14-11-2018
1397;940721254804;SERHII;NIEWEGLOWSKI;1;17-01-2017
1398;760924731126;CZESLAWA;SKURA;1;06-05-2019
1399;830412052703;SZCZEPAN;KOLTON;0;27-01-2018
1400;730723358063;RADOSLAW;SADKOWSKI;0;23-07-2017
1401;650301646392;OLIWIER;IWANOWSKI;1;07-01-2017
1402;690721299269;ADRIANNA;BILOUS;0;20-11-2019
1403;600313150811;ROMAN;MYTYCH;0;02-11-2019
1404;670124998471;OLEKSANDR;ZADWORNY;0;19-05-2017
1405;860422389941;POLINA;JONCA;1;12-04-2018
1406;920820711608;ZDZISLAWA;GASKA;0;24-09-2016
1407;870603169704;KAJETAN;LISZEWSKI;1;25-11-2016
1408;590824906837;FILIP;KUBISZ;1;09-09-2017
1409;570812740902;LECH;DLUGOSZ;0;09-12-2017
1410;640615679152;HUBERT;SZLACHETKA;1;25-02-2016
1411;680724570174;ANDZELIKA;MISKO;0;05-09-2018
1412;550714686833;TYMON;DAMPS;0;18-10-2019
1413;600407407503;ZDZISLAW;BOS;1;15-08-2017
1414;560726007224;SZYMON;MILLER;1;07-03-2018
1415;810721788496;FABIAN;TERLECKI;0;11-06-2019
1416;660615469121;NATALIIA;CHOMICZ;1;15-07-2018
1417;690804513574;LECH;STEPANENKO;0;05-04-2019
1418;540212631064;PATRYCJA;NOWACZEK;0;27-01-2019
1419;520824066961;ZDZISLAW;ANTOSIEWICZ;0;23-01-2019
1420;670412996429;AURELIA;GACKA;1;10-06-2016
1421;810812516643;LUCJA;DOMAGALSKA;0;08-08-2018
1422;820603949938;WACLAW;TYBURSKI;1;12-12-2018
1423;960620587903;OLAF;MATYJASZCZYK;1;30-03-2018
1424;710617445735;OLEKSII;OCHAB;0;23-07-2017
1425;741031647432;IRENEUSZ;KEDZIERSKI;0;13-07-2019
1426;580412286049;IVAN;ANUSZKIEWICZ;1;07-05-2016
1427;830301892507;DOROTA;PLATA;0;12-04-2019
1428;881221823701;YULIIA;OLESIAK;0;20-01-2017
1429;920914344245;MARYNA;SWOBODA;1;05-03-2016
1430;620422861729;BORYS;KOPERA;0;05-06-2016
1431;771016570091;ROBERT;TOMASZEWSKI;0;02-07-2017
1432;830210522850;BOGDAN;FIC;0;21-07-2018
1433;661215385546;TYMOTEUSZ;SITAREK;1;22-07-2017
1434;760228497966;WACLAW;POLEC;0;17-03-2016
1435;831201774431;MILENA;KUFEL;1;21-06-2018
1436;850110316370;MIECZYSLAWA;KROCHMAL;0;31-07-2018
1437;971118347930;WALDEMAR;MARCOL;0;15-11-2019
1438;570820102903;MARIA;CIESIELSKA;1;14-04-2016
1439;710406524031;NADIIA;OZDOBA;1;12-10-2018
1440;741228905279;KRZYSZTOF;BEBEN;1;10-06-2019
1441;830625047163;BLAZEJ;CHMIELEWSKI;0;27-03-2019
1442;571007377524;SEWERYN;DENISIUK;1;07-03-2019
1443;970430604675;KONRAD;BANACH;0;01-08-2019
1444;500111924567;MARYNA;KOSNIK;0;15-11-2017
1445;901012964180;LILIANA;KRASNODEBSKA;0;01-05-2016
1446;500104906564;WACLAW;TUTAK;0;01-05-2017
1447;731123810121;DANIELA;KOZBIAL;0;29-01-2016
1448;650511626974;EWA;NAREWSKA;1;24-04-2018
1449;530312707853;GRAZYNA;WASOWICZ;1;16-05-2016
1450;741105249372;ANDRZEJ;GANCARZ;0;05-08-2019
1451;671116668014;HELENA;KOSIK;1;04-01-2019
1452;881224159363;MATEUSZ;ZMYSLONY;0;10-02-2019
1453;600711076649;MAKSYMILIAN;TUCHOLSKI;1;23-10-2017
1454;730418898274;LAURA;PROKOPOWICZ;1;04-10-2019
1455;500109452667;JOACHIM;KILINSKI;1;08-10-2016
