Id;Imię;Nazwisko;Data Urodzenia;Data Rejestracji;Pesel
1695;SABINA;NIKLAS;10-04-1960;19-02-2018;261040265441
1696;ALLA;DOMINIAK;06-07-1957;04-08-2017;272080516596
1697;ROMAN;DOBRZYCKI;23-09-1976;12-11-2017;955101194962
1698;ZBIGNIEW;KOZAKOWSKI;07-07-1996;17-07-2016;289052134333
1699;JAGODA;GIZINSKA;25-10-1972;03-08-2019;177033195671
1700;ANDRZEJ;KOPA;12-01-2001;10-06-2019;177081004820
1701;KORNEL;CZUBA;07-11-1970;20-12-2019;582120680345
1702;RENATA;RAGAN;12-11-1999;22-09-2018;464011876619
1703;HANNA;BENTKOWSKA;26-08-1975;03-06-2018;562020300589
1704;IZABELA;SOROKINA;21-02-1957;01-04-2016;372031421149
1705;MILENA;MIETUS;21-02-1977;12-05-2019;963080947871
1706;TATIANA;WIERZBOWSKA;16-02-1954;18-04-2018;596011899904
1707;SABINA;LYSAK;11-12-1980;04-01-2018;270062485034
1708;MATYLDA;KUCZKOWSKA;31-07-1982;02-01-2019;374022483821
1709;DAGMARA;ZWIERZ;21-01-1957;28-12-2017;686020496314
1710;ANDRZEJ;OLECHOWSKI;29-07-1960;29-05-2016;392032917584
1711;NATALIA;SZABLOWSKA;21-07-1991;18-07-2019;680070927406
1712;KAROL;PELCZARSKI;16-05-1957;14-02-2018;778110922793
1713;ALFRED;ZYCH;29-02-1960;29-03-2018;658042838488
1714;MARIANA;MATYNIA;15-10-1995;25-11-2016;655031043129
1715;ANDRII;SOBCZYK;23-10-2000;13-11-2019;657022426054
1716;STANISLAV;KITA;30-05-1971;22-10-2017;268041103728
1717;GABRIELA;WACLAWSKA;09-04-1955;09-10-2017;481070465216
1718;OLEKSANDRA;ZYGADLO;01-07-1960;27-01-2017;657121450488
1719;YEVHENII;KIN;13-08-1982;17-11-2016;597061027846
1720;JAGODA;SZUL;20-05-1977;15-11-2019;952060911435
1721;NELA;BRZOSKA;06-05-1992;22-10-2018;474041734675
1722;SVITLANA;SWIDERSKA;08-10-1977;04-04-2018;675121837816
1723;DIANA;SKONECZNA;09-10-1958;05-09-2019;750033186172
1724;TATIANA;SZCZECINA;10-05-1968;10-02-2017;869052053360
1725;JULIA;JANKOWICZ;31-12-1952;15-05-2018;860042789410
1726;ELWIRA;STEPANENKO;13-09-1966;14-02-2016;576112123414
1727;BOZENA;PASHCHENKO;17-02-1957;17-09-2017;674032751683
1728;SZCZEPAN;RYDZYNSKI;01-06-1954;26-07-2018;558072340539
1729;LUCJAN;WALUS;21-05-1950;03-08-2018;471092344854
1730;INNA;KRAKOWIAK;21-02-1965;03-06-2017;361070616890
1731;ROBERT;PINCHUK;18-12-1981;07-04-2018;952092497674
1732;DANIEL;KOLODYNSKI;31-12-1954;27-02-2016;976061394787
1733;DOMINIKA;GACA;11-06-1956;30-04-2017;761102477529
1734;JULITA;BAJON;19-12-1987;18-04-2018;863050556349
1735;MARIANNA;FEDOROVA;20-04-1969;06-03-2018;671113061674
1736;OKSANA;KAWULA;09-08-1963;28-08-2019;750102694316
1737;EWA;GOLEN;29-12-1982;07-10-2016;499060493709
1738;BRONISLAWA;KORECKA;23-09-1967;21-08-2019;462122656413
1739;PIOTR;LINEK;30-07-1973;13-10-2018;400111357450
1740;WIOLETA;OLESZCZUK;20-07-1976;28-03-2016;578062188582
1741;NIKODEM;ZMYSLOWSKI;07-10-1976;03-11-2019;593090839918
1742;WIESLAWA;LAWNICZAK;15-03-1974;20-06-2016;592061775410
1743;PAVLO;NESTERENKO;17-09-1985;04-12-2019;769071207662
1744;SEWERYN;ZADROGA;02-03-1958;16-11-2017;952100753221
1745;WLODZIMIERZ;WICHER;08-12-1991;11-11-2017;399071587006
1746;IZABELA;ADAMKIEWICZ;15-07-1980;26-01-2019;398101525032
1747;OSKAR;LATA;02-11-1993;06-12-2017;492081464179
1748;TADEUSZ;ORDON;22-04-1956;14-01-2016;980011599249
1749;DARIA;CZERNIEJEWSKA;28-07-1957;20-12-2019;392041966411
1750;MARCELINA;LARYSZ;29-03-1951;16-05-2018;800040278728
1751;MATEUSZ;NITKA;05-02-1977;19-03-2018;792081047838
1752;ALDONA;ROSA;06-02-1994;16-10-2018;279080125918
1753;IRYNA;KUCIEL;10-04-1974;17-03-2018;150110337115
1754;JOANNA;BOCHENEK;13-03-1953;10-06-2016;779091307538
1755;LUKASZ;LEW;14-09-1971;28-08-2016;869061449441
1756;KAJA;MASLAK;16-05-1999;04-08-2016;381051876381
1757;NELA;KIJEWSKA;20-09-1989;29-12-2017;764090397208
1758;WIOLETTA;PRZYDATEK;15-11-1996;18-04-2018;268111309421
1759;PAVLO;ZIOLA;06-05-1993;12-11-2017;152011312035
1760;NATAN;JOZEFIAK;23-07-1972;11-05-2018;887091928918
1761;RENATA;ROSZCZYK;20-10-1950;13-08-2019;587022563887
1762;DOMINIKA;OCIEPA;20-03-1977;24-10-2016;952121869589
1763;SZCZEPAN;SZKLARSKI;22-11-1978;23-05-2016;281122899772
1764;PAULA;BORYCKA;19-03-1977;24-10-2018;574092137919
1765;BOZENNA;KOSIOROWSKA;05-08-1975;07-05-2019;157101262692
1766;GRAZYNA;JURASZ;17-12-1981;04-02-2017;359101680213
1767;LILIIA;KALUCKA;01-04-2001;08-07-2019;953020635206
1768;CZESLAW;ZALESKI;13-03-1951;03-11-2016;976053019201
1769;ROMUALD;OLEJARCZYK;10-04-1954;23-04-2017;958061884798
1770;IWONA;MATULA;22-06-1961;25-10-2017;679040284283
1771;DOROTA;GRUBA;01-03-1973;26-07-2016;266032832644
1772;PATRYCJA;LASZEWSKA;18-07-1977;23-02-2016;265041330693
1773;STANISLAWA;KORECKA;22-11-1995;20-11-2017;986111368785
1774;ANDZELIKA;SKWIERAWSKA;28-09-1974;20-04-2017;659100636466
1775;MAKSYMILIAN;NYGA;16-06-1950;27-09-2016;296032005102
1776;LARYSA;SZAFRAN;15-02-1968;06-01-2019;891032357485
1777;PAULA;LUKASIK;27-07-1982;08-07-2019;571070949739
1778;MAJA;MELNYCHUK;29-03-1951;08-04-2017;952122576257
1779;SZYMON;KOWALKOWSKI;31-03-1992;20-11-2017;880111089866
1780;DAMIAN;KOSCIELNY;10-12-1984;27-11-2017;450012265256
1781;KRYSTYNA;LAZARSKA;06-12-1985;26-11-2019;751052045497
1782;KAZIMIERA;LEWKO;17-09-1997;08-11-2017;402091660273
1783;ZDZISLAWA;DANILEWICZ;24-04-1955;29-01-2017;373102538705
1784;WIKTOR;KRET;21-01-1990;27-05-2016;582050238803
1785;DANIELA;PIETRUSZKA;12-03-1972;09-12-2017;100110427911
1786;IRENEUSZ;PACHULSKI;27-01-1971;04-11-2019;657112210320
1787;TOMASZ;PRZYBYLO;22-09-1976;25-09-2019;881121172303
1788;WIOLETTA;KORNECKA;03-09-1965;04-02-2017;600042673902
1789;JEDRZEJ;WIDERA;09-07-1974;28-10-2017;390111233725
1790;RENATA;BOBRYK;01-06-1976;17-02-2019;201120917733
1791;ARTEM;SOKOLOWSKI;21-06-1997;25-09-2019;996091879446
1792;MARZENA;PIECHOTA;21-08-1992;18-07-2016;502051634217
1793;SEWERYN;WOJCIECH;09-10-1966;19-12-2016;575111642188
1794;OLIVIER;OLDAKOWSKI;18-08-1982;26-06-2016;173032012348
1795;MARIIA;KUKLINSKA;19-10-1955;22-11-2019;759030571290
1796;SLAWOMIR;KAKOL;29-07-1995;26-09-2017;179102597764
1797;MARIA;MARCINEK;30-12-1994;20-03-2019;650071501268
1798;POLINA;MACEK;29-04-1977;08-07-2017;686122965629
1799;JAROSLAW;GRESZTA;07-12-1979;12-02-2017;897042392723
1800;LAURA;TURSKA;22-09-2002;02-07-2018;475040971347
1801;MARZENA;WLODARZ;21-03-1967;22-01-2018;154062208049
1802;PATRYCJA;BRODZIK;29-05-1950;19-08-2019;601032645543
1803;KAJETAN;PAWLIK;09-10-1974;07-07-2018;383061730385
1804;MARTYNA;CZAPIEWSKA;08-02-1987;29-12-2016;381120964496
1805;JAN;KALEMBA;10-04-1986;15-04-2016;293050425365
1806;LEOKADIA;CIECHOMSKA;26-04-1999;15-03-2016;951030897778
1807;ELIZA;MICHALCZYK;08-01-1996;27-11-2018;699051381363
1808;DANUTA;PARUCH;11-07-1982;09-12-2017;678070673519
1809;LEOKADIA;JOZEFOWICZ;27-07-1967;29-04-2018;496113040021
1810;VALENTYNA;STREK;13-12-1975;01-03-2019;199041212263
1811;RENATA;DWOJAK;07-11-1960;20-09-2019;352072349941
1812;TATIANA;LYSZCZARZ;04-09-1979;06-09-2018;481042305343
1813;LESLAW;SZYMICZEK;30-04-1960;06-05-2016;479121151791
1814;BOZENNA;OLIINYK;16-10-1981;10-12-2018;698052560336
1815;NADIIA;TYRKA;23-02-1972;31-10-2018;198092467918
1816;BERNARD;POLASZEK;23-08-1973;08-10-2016;468010382764
1817;ERYK;GRZESIUK;26-09-2000;29-01-2017;682010427551
1818;TOBIASZ;GUMINSKI;20-01-1982;05-06-2016;587022205673
1819;NINA;DURDA;14-04-1984;07-10-2016;701071948597
1820;YELYZAVETA;MERTA;15-01-1969;17-03-2016;361102782145
1821;MAREK;JAREK;12-07-1987;03-03-2018;999030906103
1822;OLHA;PIWOWARSKA;18-02-1975;11-10-2018;198073083089
1823;MARCIN;KLUCZEK;03-11-1969;21-06-2016;288102475238
1824;HONORATA;CHOLEWA;15-12-1995;30-11-2019;498052683661
1825;HONORATA;KLUSEK;05-03-1984;06-03-2019;751031980023
1826;MAGDALENA;MARCINKOWSKA;12-03-1964;06-09-2018;593080179466
1827;WLADYSLAWA;RELIGA;27-01-1993;18-05-2018;184060742979
1828;POLA;TABAK;21-11-1981;30-10-2017;593092890986
1829;DZMITRY;HANUSIAK;23-02-1992;07-11-2019;287070638872
1830;AMELIA;POTRYKUS;29-08-1988;15-10-2018;387041070730
1831;OLIVIA;KEPCZYNSKA;12-03-1978;04-11-2016;261120967118
1832;LILIANA;RADCHENKO;06-05-2002;12-09-2018;492010334386
1833;GRAZYNA;PRZYGODZKA;10-09-1991;01-01-2020;566010248370
1834;TADEUSZ;KIERZEK;11-01-1999;06-03-2017;976090652289
1835;ARLETA;PULAWSKA;28-02-1989;11-03-2017;778112386427
1836;BLAZEJ;TRACZ;03-06-1996;20-01-2018;168122184030
1837;AGATA;ZACHARSKA;22-10-1996;16-09-2017;463122935216
1838;SABINA;KLIS;02-11-2000;10-08-2018;464091665363
1839;ANASTAZJA;KALKA;07-01-1972;10-07-2017;159021041973
1840;ZYGMUNT;KOLODZIEJEK;26-10-1985;03-08-2019;166110587287
1841;LAURA;WRZOS;17-02-1998;19-10-2016;555010385314
1842;YELYZAVETA;BADOWSKA;17-12-1988;02-11-2018;262080944271
1843;NIKOLA;HALICKA;04-01-1951;15-12-2019;364011991758
1844;JULIA;SOSZKA;06-03-1956;16-05-2018;965112201762
1845;MATEUSZ;BINIEK;21-11-1952;05-03-2018;162043009368
1846;JULITA;WASOWSKA;17-06-1962;19-07-2016;900122716145
1847;JOZEFA;PRALAT;07-05-1992;14-04-2016;881080511897
1848;ALEKSANDRA;TOMKIEWICZ;02-09-1970;23-02-2016;854102659967
1849;BOZENA;SAKOWSKA;12-03-1958;03-01-2017;894051113259
1850;JANUSZ;OSIECKI;17-07-1960;30-10-2018;188081025806
1851;LIUDMYLA;KOTLOWSKA;25-02-1956;13-07-2019;686061111698
1852;BLANKA;BRODZIK;21-02-1999;20-05-2017;459092655451
1853;ANIELA;FRACZEK;12-12-1975;19-09-2016;673011644110
1854;DOROTA;KUNA;17-06-1950;03-03-2019;384042478341
1855;KAJETAN;BOROWY;07-03-1967;09-03-2018;679050454166
1856;MARTA;KOZA;29-11-1961;28-11-2018;370022043653
1857;ZBIGNIEW;KOTARSKI;25-03-2001;02-10-2016;170070605901
1858;WANDA;KONCZAK;03-09-1979;16-07-2017;796122540280
1859;ERNEST;TURCZYN;13-04-1980;27-11-2017;960073196387
1860;MARTA;IGNACZAK;16-11-1970;12-01-2018;101051356087
1861;BOGUMIL;BREJNAK;23-03-1997;14-10-2017;367030296483
1862;LILIANA;RUSIECKA;02-05-1987;11-02-2017;399033012856
1863;TARAS;KRASNICKI;24-01-1962;04-11-2016;173031015062
1864;VITALII;WASILUK;15-05-1963;24-03-2019;765091988407
1865;ROKSANA;BLASZCZYK;25-10-1984;27-04-2018;263100441306
1866;LUCJA;ELIASZ;16-06-1984;28-12-2016;953092061088
1867;KAZIMIERZ;KARCZYNSKI;02-09-1953;30-09-2016;770060138699
1868;STANISLAW;WYCHOWANIEC;25-12-2001;20-08-2016;850051269136
1869;VLADYSLAV;SZYC;05-11-1964;04-06-2017;996112034996
1870;JADWIGA;BALON;17-04-1976;18-10-2019;884062594114
1871;MAJA;MICEK;05-05-1972;10-07-2018;261042710820
1872;ILLIA;BOLEK;10-05-1972;03-10-2017;252101071494
1873;DANIEL;MNICH;17-07-1958;25-06-2017;187082108074
1874;ALICJA;NOWORYTA;05-04-1975;20-01-2019;377080145999
1875;LILIANA;ORZOL;02-03-1970;19-01-2019;681080209009
1876;STANISLAWA;DOMBEK;29-06-1964;13-08-2019;692090907913
1877;MYKOLA;JAKUBOWSKI;22-11-1973;15-09-2017;693071983166
1878;ANGELIKA;SZCZESNY;18-06-1987;13-12-2016;571073183895
1879;AGATA;BOGUSZ;30-08-1960;16-08-2018;599010113109
1880;JOZEFA;GOLUCH;07-09-1985;27-11-2017;862052484191
1881;ALEXANDER;CHUDZIK;18-02-1953;24-03-2017;158042559350
1882;ROZALIA;KILIAN;09-10-1987;01-11-2016;384030139721
1883;ANIELA;FERENC;22-12-1951;23-04-2016;864090449781
1884;ZDZISLAW;KSIEZOPOLSKI;12-02-1991;29-10-2018;567083027059
1885;ROKSANA;FILIPCZUK;08-04-1951;10-07-2016;552050440113
1886;KARINA;MORDARSKA;25-03-1994;14-02-2017;992072625629
1887;LUIZA;FABIANSKA;28-06-1951;12-12-2017;372121095882
1888;OLGA;KARBOWNICZEK;24-08-1977;04-01-2019;489011754190
1889;OLEKSANDRA;MAJERCZYK;25-09-1995;21-05-2018;160111327871
1890;ILLIA;JAROSZEWICZ;14-05-1963;19-01-2017;100040756616
1891;WIKTOR;BOLEWSKI;18-09-1967;31-03-2017;598052085715
1892;WOJCIECH;KARYS;11-02-1972;12-02-2016;898102754488
1893;JERZY;KORZENIECKI;11-10-1970;23-12-2019;256082113100
1894;HALINA;SICINSKA;10-05-1974;22-01-2016;501092566264
1895;DIANA;KASPRZYCKA;22-06-1971;10-05-2019;152092725286
1896;ZUZANNA;BOREK;18-01-1955;30-03-2017;195051254207
1897;SARA;LANGOWSKA;23-05-1999;30-12-2018;761042276586
1898;MATYLDA;GOSK;27-05-1999;11-05-2019;583110186374
1899;MIA;STANISLAWEK;31-03-1972;01-07-2018;375072021980
1900;MARK;BACZEWSKI;08-09-1956;24-08-2018;979083175778
1901;GENOWEFA;DERDA;21-03-1960;27-01-2017;787032643487
1902;RUSLAN;SKRZYPEK;09-05-1957;06-05-2019;462060442602
1903;NINA;BRZOSKOWSKA;11-07-1951;28-01-2018;781010133887
1904;MIECZYSLAWA;NAJMAN;30-07-1973;05-03-2018;561040411723
1905;ZANETA;OLIINYK;12-01-1976;09-02-2019;298063019880
1906;GABRIEL;PAWLICKI;21-11-1967;26-07-2016;189071710793
1907;KRZYSZTOF;WDOWCZYK;10-10-1994;02-07-2019;500041677745
1908;IHOR;CZARKOWSKI;02-03-1967;22-10-2019;172032701622
1909;CZESLAW;SLEDZ;16-05-1975;26-08-2019;962112299309
1910;BOGDAN;JARZYNA;22-02-1997;19-08-2017;852020918525
1911;MARIA;LENKIEWICZ;17-08-1979;28-09-2018;874060616193
1912;JULITA;SZALANSKA;22-03-1954;02-01-2019;575101244279
1913;OLEH;BRODZIK;24-12-1968;03-06-2018;456112453622
1914;WIOLETA;ANTOS;20-10-1987;06-10-2019;663050401198
1915;JAROSLAW;KUK;22-10-1962;25-08-2019;895100251196
1916;FILIP;JAROCKI;13-06-1987;11-03-2018;758041257378
1917;URSZULA;GRALAK;02-02-1953;05-06-2018;460102817497
1918;DIANA;WOJCIECHOWICZ;05-12-1998;04-06-2018;258101199276
1919;JAKUB;ZURAW;21-09-1952;26-09-2016;160080627029
1920;MARIAN;MITURA;14-03-1995;23-12-2017;183051766902
1921;MARZANNA;SUCHECKA;26-05-1999;07-12-2016;566092384182
1922;SVITLANA;KAIM;31-07-1959;09-06-2017;273091373243
1923;BOGUMILA;ZHUK;12-01-1962;19-07-2019;264090412853
1924;BRONISLAW;KULESZA;30-03-1962;29-07-2016;290122969691
1925;KAJA;GRYGIEL;31-03-1957;26-03-2018;574012033958
1926;ZOFIA;WEGLARZ;15-06-1984;28-12-2018;159050122550
1927;DANUTA;WAZNA;19-02-1974;28-12-2016;876100193032
1928;SVITLANA;FRANK;14-08-1995;23-09-2016;763072614209
1929;JULITA;PECZEK;16-08-1958;10-03-2017;979080557860
1930;MARCEL;LOBA;28-10-1986;28-04-2016;882071645217
1931;LESLAW;JOP;11-10-1975;15-01-2017;792062458739
1932;CECYLIA;PLISZKA;24-05-1991;25-03-2016;291050389436
1933;JULIAN;OLEJARCZYK;29-03-1980;10-03-2017;972021864844
1934;BRYGIDA;STANKIEWICZ;01-12-1969;19-09-2019;392012328294
1935;ALEKSANDER;LEE;27-02-1977;07-06-2017;400032529500
1936;ZUZANNA;PODLESNA;01-03-1988;28-03-2017;770070380614
1937;GERTRUDA;KOVALOVA;21-11-1970;13-08-2018;895030761478
1938;BOGUSLAW;KOLTON;22-07-2002;22-05-2018;686052693007
1939;YELYZAVETA;MATEJKO;08-06-2002;06-01-2016;773111491600
1940;EMIL;KRYNSKI;19-03-1979;16-02-2018;288021664139
1941;EMILIA;MLYNSKA;02-08-1969;19-06-2019;992010430125
1942;JAGODA;MUSIALIK;24-01-1988;07-01-2018;383032619439
1943;YEVHENII;CZERNICKI;27-07-1986;28-06-2019;902070528378
1944;IRENA;MACIAG;12-06-1954;08-11-2017;181020482130
1945;ANTONINA;TROJANOWSKA;31-12-1963;26-03-2018;281062379010
1946;DANUTA;ZIOLKOWSKA;04-05-1962;17-04-2019;154070892098
1947;ELWIRA;KUCZEWSKA;06-08-1965;25-05-2019;490040425366
1948;JACEK;KUCHER;29-05-1953;30-09-2019;561012350443
1949;RADOSLAW;FUDALA;24-09-1962;20-08-2016;999010347908
1950;AURELIA;PRZYGOCKA;21-03-1954;17-08-2018;986110733274
1951;ANDRII;SUDOL;24-04-1995;09-08-2018;366060333506
1952;TARAS;MALEC;27-12-1999;23-12-2019;792020881967
1953;ALIAKSANDR;RAJCZYK;07-05-1968;13-06-2019;690121378550
1954;EMIL;MISIAK;17-05-1991;15-01-2017;592100704328
1955;MIA;MAKARUK;15-12-1973;29-03-2016;859020852464
1956;OLIVIA;RYCHERT;25-12-1965;07-05-2016;183111060113
1957;LUIZA;SMYCZEK;02-12-1969;05-08-2017;664081376980
1958;MARTA;GWIAZDOWSKA;03-04-1950;21-05-2017;381091619283
1959;STEFANIA;KOZBIAL;18-01-1998;12-09-2019;278051582871
1960;ROMUALD;ZAJACZKOWSKI;06-03-1964;25-05-2018;352081320683
1961;ANTONI;ROMANSKI;02-07-1966;17-05-2019;199101418050
1962;KAZIMIERA;PACOCHA;06-09-1955;10-12-2016;972032905735
1963;VIKTORIIA;SZOTA;29-12-1965;21-10-2019;183080972223
1964;MARIA;HOLUBOWICZ;20-02-1964;06-07-2016;294021135470
1965;NADIIA;JACKIEWICZ;31-12-2000;06-12-2016;781011137738
1966;SANDRA;CZERNIECKA;26-10-1976;20-06-2018;183043094315
1967;ILONA;MACHNIO;27-10-1972;17-07-2019;990070440982
1968;SONIA;SARNECKA;03-05-1968;29-10-2018;373062859946
1969;VALERII;GAL;15-09-1954;05-11-2018;466070353887
1970;STANISLAWA;CIOLEK;03-09-1984;19-02-2019;294080735208
1971;LIDIA;DOMBEK;15-10-1985;19-10-2018;775021951539
1972;EWA;DOMINIKOWSKA;12-02-1995;04-03-2019;959072640511
1973;EUGENIUSZ;TOPOR;20-10-1994;20-08-2019;672123123415
1974;JAKUB;SLUBOWSKI;28-07-1975;03-07-2018;477110306839
1975;MARLENA;BULCZAK;16-02-1968;03-10-2016;163071668048
1976;MAJA;BEDNARSKA;25-01-1956;07-05-2018;670102236699
1977;BOZENA;GOLINSKA;26-02-1990;16-10-2016;393082490797
1978;ANNA;PIETRZAK;27-09-1950;28-11-2019;591033142741
1979;BOGUMIL;MUCKA;19-02-1985;18-12-2018;469072076521
1980;VIOLETTA;JUCHNIEWICZ;16-02-1998;04-09-2018;663040695918
1981;MIECZYSLAWA;ZAWILA;05-04-1994;22-07-2018;698120461082
1982;ALIAKSANDR;BORUCKI;24-11-1962;17-05-2016;161031148692
1983;ALINA;KOSTUCH;28-07-1951;12-12-2016;471101662848
1984;BLAZEJ;PACZKOWSKI;04-10-1963;12-10-2017;572052128959
1985;POLA;WEGLINSKA;11-01-1955;26-07-2019;353110133451
1986;HANNA;KOCEMBA;30-10-1996;31-05-2017;558121940334
1987;DANYLO;MLODZIANOWSKI;11-08-1958;19-05-2018;994020784742
1988;YEVHENII;BUTRYN;12-02-1996;18-02-2017;200020712190
1989;EUGENIA;PIETAK;03-07-1978;16-09-2017;781021191466
1990;ANTONI;STUDNICKI;09-06-1959;25-08-2017;378111862278
1991;DARIA;WIECZERZAK;28-05-1973;25-01-2017;650052088106
1992;BRONISLAW;BROCKI;23-11-1980;01-06-2018;566072246977
1993;LILIANA;MARIANSKA;31-01-1994;19-04-2016;995032286668
1994;NAZAR;DOPIERALA;09-01-1968;15-11-2016;797033115240
1995;KATERYNA;DOBRZYNSKA;14-04-1952;26-08-2019;859081283032
1996;IRENEUSZ;KUZMINSKI;06-07-1988;16-07-2017;856050629694
1997;JOZEF;MALEK;02-03-1972;30-06-2019;683060114719
1998;SARA;SZAJNA;22-06-1951;26-01-2016;175052928606
1999;NIKODEM;GOSCINSKI;29-07-1951;20-01-2017;654011256992
2000;DARIUSZ;SKRZYPIEC;09-07-1952;18-07-2017;168022417034
2001;MARCIN;ARENDT;27-05-1964;26-10-2018;264092481144
2002;WIOLETTA;AUGUSTYN;23-12-1986;26-05-2018;751071008674
2003;PAULA;WOJTASZEK;09-03-1989;22-12-2016;487092810694
2004;ARLETA;SHCHERBAK;09-07-1978;26-08-2016;401040285302
2005;MARIOLA;KARPIUK;12-09-1990;29-05-2019;456111547233
2006;MATYLDA;CIOK;12-08-1970;18-10-2019;363022283159
2007;PAVLO;PRZYBYSLAWSKI;21-04-1990;14-04-2017;464101578509
2008;ROKSANA;STOKLOSA;17-12-1951;07-12-2018;291072451861
2009;PAVLO;KOLARCZYK;21-07-1968;19-04-2018;971051094047
2010;ALEKSANDRA;KRAS;07-06-1957;06-11-2019;190040903713
2011;NADIIA;KOSZELA;22-10-1963;09-10-2016;983121079437
2012;OLENA;SPRAWKA;11-07-1987;30-11-2019;764092544373
2013;ALDONA;BINKOWSKA;19-05-1985;10-08-2019;178010173116
2014;ELZBIETA;SZABAT;23-02-1964;06-07-2018;471060358873
2015;WIOLETTA;LESNIOWSKA;04-07-1971;17-08-2016;253081809109
2016;DIANA;TYRKA;02-07-1999;04-10-2018;300041360347
2017;ADRIANNA;RUSEK;19-10-1959;24-12-2016;401081670878
2018;KALINA;CZERNICKA;31-01-1999;21-06-2018;671070780801
2019;LIDIA;PACHOLEC;01-01-1982;05-06-2017;177012068331
2020;OSKAR;GOGOLA;09-04-1980;06-03-2017;791032309206
2021;ZUZANNA;MATYS;25-09-1956;21-08-2017;464052912143
2022;ALINA;DATA;17-08-1953;03-12-2017;499091758168
2023;DIANA;OKONSKA;29-03-1955;10-11-2017;851121755188
2024;BARBARA;MARCHEL;02-07-1998;05-02-2017;885111268912
2025;ILONA;KISIELEWSKA;25-02-1959;30-04-2016;378082082201
2026;ROZALIA;JANECZKO;16-12-1988;19-05-2016;298061585484
2027;SEWERYN;JANCZAK;24-04-1991;15-11-2017;590072510759
2028;ROMAN;KWAS;06-03-1954;05-09-2019;485042719626
2029;VASYL;SEREDA;18-01-1978;14-11-2019;853103066621
2030;MARCEL;PIEPRZYK;16-04-1988;11-08-2018;270042768596
2031;MACIEJ;LODYGA;24-04-1976;01-03-2017;265050749315
2032;AMELIA;NIKEL;27-02-1990;13-10-2017;964042923702
2033;LIDIA;TYCZYNSKA;16-07-1953;08-03-2016;488031187903
2034;BEATA;SICINSKA;12-12-1975;22-06-2019;277033146776
2035;ARLETA;MARCINIEC;23-12-1980;27-01-2017;457052351897
2036;VALERII;LAWNICZAK;14-11-1962;31-10-2017;963062549330
2037;ANGELIKA;POPIELARCZYK;04-07-1970;24-02-2016;258111139784
2038;ANTONI;BRZYKCY;05-09-1967;04-07-2019;467031421376
2039;ANATOLII;KRAVCHENKO;13-02-1984;31-05-2016;388032177973
2040;ROKSANA;KULYK;22-06-1981;02-11-2019;470101254187
2041;ELZBIETA;NIKOLAIENKO;19-09-1985;26-02-2018;272020856658
2042;WALDEMAR;BORCZYK;31-03-1981;07-11-2019;870082926026
2043;KAROLINA;JESIONEK;06-08-1962;30-11-2016;967072422768
2044;LUDWIK;SLAWINSKI;11-12-2002;13-06-2016;796020257619
2045;OLENA;PLATA;04-07-1996;07-03-2017;292032990180
2046;LENA;NOWOCIEN;10-09-1955;24-12-2016;866102289298
2047;MARZENA;SOLAK;05-10-1950;17-05-2016;476010259342
2048;WIOLETA;LATOS;21-09-1978;29-10-2018;774080327659
2049;MIECZYSLAWA;KRAJ;25-08-1955;10-04-2018;361040551567
2050;ANASTASIIA;SLAWEK;15-02-1974;10-11-2016;396101656156
2051;KLARA;BURAK;05-04-2000;29-06-2019;770122110763
2052;NIKODEM;INGLOT;24-01-1981;13-12-2018;392102818082
2053;MACIEJ;POLIT;30-05-1991;24-12-2016;185071799494
2054;DOMINIK;KULIS;17-08-1955;23-04-2019;588100217024
2055;CEZARY;WYCISK;22-11-1991;19-09-2018;956101851761
2056;KRYSTYNA;OLESINSKA;16-08-1986;14-04-2016;696091714438
2057;MIA;BANIAK;25-05-1984;02-07-2017;782081923460
2058;HALINA;PIWOWARCZYK;18-05-1979;15-08-2019;869052085880
2059;RADOSLAW;PLOCHOCKI;27-12-1970;25-03-2016;365042844093
2060;VIOLETTA;BALCEROWSKA;25-11-1959;27-06-2019;697081368855
2061;SONIA;WICHOWSKA;22-05-1994;04-01-2019;674051249426
2062;DOMINIK;POGODA;30-05-1978;03-03-2019;183120951491
2063;OLGA;WODZYNSKA;06-12-1986;27-04-2019;153081769293
2064;GRACJAN;DOMANSKI;23-06-1977;31-10-2019;984043095723
2065;ANDRII;CZARNIAK;06-06-1995;14-09-2016;765070963587
2066;YANA;SAK;15-07-1954;14-12-2019;761072445519
2067;ELZBIETA;ZYSK;26-12-1962;14-08-2016;964080405584
2068;ANDRII;SZAREK;21-11-1950;03-03-2016;485110530234
2069;ROZA;PAZDZIOR;09-10-1961;05-03-2016;253110307749
2070;BOZENNA;RUSZCZYK;02-10-1971;14-03-2018;686010107223
2071;GENOWEFA;JAGODZINSKA;18-06-1971;18-04-2016;471102255672
2072;KALINA;MARKOWICZ;07-06-1984;02-05-2016;563032078348
2073;ELZBIETA;SKLODOWSKA;15-12-1961;04-11-2016;188010568588
2074;DIANA;MILEWICZ;28-08-1976;13-04-2017;662032843701
2075;EDMUND;KUKLINSKI;24-09-1954;05-02-2019;690111009988
2076;BOGUSLAW;SAKOWSKI;17-05-1993;01-12-2019;871012152190
2077;WITOLD;WASZCZUK;07-06-1969;20-08-2017;758092723531
2078;ANGELIKA;JAROSINSKA;20-03-1972;06-09-2017;483122374900
2079;ANASTAZJA;LABUDDA;28-10-1988;21-01-2017;791031768744
